Player,Season,GAME ID,Date,Player ID,Team,Opponent,Started,Home/Away,Minutes,Usage Rate,Days Rest,Draftkings Position,FANDUEL Position,Yahoo Position,Draftkings Salary,Fanduel Salary,Yahoo Salary,Draftkings Fantasy Points Scored,Fanduel Fantasy Points Scored,Yahoo Points Scored
Jonas Jerebko,NBA 2016-2017 Regular Season,0021600125,11/11/2016,201973,Boston,New York,N,H,20.87,13.98,1,PF,PF,PF,3000,3500,10,16.75,16.5,16.5
Terry Rozier,NBA 2016-2017 Regular Season,0021600125,11/11/2016,1626179,Boston,New York,N,H,26.82,17.78,1,PG,PG,PG,3000,3500,10,22.25,21.5,22
Jaylen Brown,NBA 2016-2017 Regular Season,0021600125,11/11/2016,1627759,Boston,New York,N,H,17.48,19.18,1,SF,SF,SF,3900,3500,11,17.5,16.8,17.3
Tyler Zeller,NBA 2016-2017 Regular Season,0021600125,11/11/2016,203092,Boston,New York,N,H,20.82,20.32,1,C,C,C,4100,4000,11,20.5,18.8,18.8
Gerald Green,NBA 2016-2017 Regular Season,0021600125,11/11/2016,101123,Boston,New York,N,H,3.33,16.08,1,SG/SF,SG,SG,3000,3500,10,1.75,0.7,0.7
James Young,NBA 2016-2017 Regular Season,0021600125,11/11/2016,203923,Boston,New York,N,H,3.33,28.99,1,SG,SF,SG,3000,3500,10,4.5,4.4,4.4
Jordan Mickey,NBA 2016-2017 Regular Season,0021600125,11/11/2016,1626175,Boston,New York,N,H,3.33,17.01,1,PF,PF,PF,3000,3500,10,5.75,5.6,5.6
Luc Mbah a Moute,NBA 2016-2017 Regular Season,0021600126,11/11/2016,201601,LA Clippers,Oklahoma City,Y,R,31.40,30.75,1,SF,SF,SF,3000,3500,10,20.5,19.2,19.7
Blake Griffin,NBA 2016-2017 Regular Season,0021600126,11/11/2016,201933,LA Clippers,Oklahoma City,Y,R,36.22,17.42,6,PF,PF,PF,8500,8700,41,39.5,37.7,37.7
DeAndre Jordan,NBA 2016-2017 Regular Season,0021600126,11/11/2016,201599,LA Clippers,Oklahoma City,Y,R,33.37,26.52,1,C,C,C,6600,6700,29,31.75,28.1,28.1
JJ Redick,NBA 2016-2017 Regular Season,0021600126,11/11/2016,200755,LA Clippers,Oklahoma City,Y,R,27.63,24.39,1,SG,SG,SG,3800,3900,17,24.75,22.1,24.1
Chris Paul,NBA 2016-2017 Regular Season,0021600126,11/11/2016,101108,LA Clippers,Oklahoma City,Y,R,35.78,21.79,1,PG,PG,PG,8900,9300,45,44,41.2,42.2
Jamal Crawford,NBA 2016-2017 Regular Season,0021600126,11/11/2016,2037,LA Clippers,Oklahoma City,N,R,21.17,17.97,1,SG,SG,SG,3800,4000,17,26.25,23.6,25.1
Austin Rivers,NBA 2016-2017 Regular Season,0021600126,11/11/2016,203085,LA Clippers,Oklahoma City,N,R,17.95,11.48,1,PG,PG,PG,3300,3900,10,10.25,10.2,10.2
Marreese Speights,NBA 2016-2017 Regular Season,0021600126,11/11/2016,201578,LA Clippers,Oklahoma City,N,R,13.98,14.62,1,PF/C,PF,PF,3700,3900,10,8,7.9,7.9
Raymond Felton,NBA 2016-2017 Regular Season,0021600126,11/11/2016,101109,LA Clippers,Oklahoma City,N,R,11.40,32.59,1,PG/SG,PG,PG,3600,3500,10,2,2,2
Wesley Johnson,NBA 2016-2017 Regular Season,0021600126,11/11/2016,202325,LA Clippers,Oklahoma City,N,R,11.10,22.79,1,SF,SF,SF,3000,3500,10,13.75,13,13.5
Andre Roberson,NBA 2016-2017 Regular Season,0021600126,11/11/2016,203460,Oklahoma City,LA Clippers,Y,H,34.48,11.43,1,SG/SF,SF,SF,3600,3600,11,31.75,28.8,30.3
Domantas Sabonis,NBA 2016-2017 Regular Season,0021600126,11/11/2016,1627734,Oklahoma City,LA Clippers,Y,H,27.78,16.32,1,PF,PF,PF,4200,4100,10,16.75,13.2,15.2
Steven Adams,NBA 2016-2017 Regular Season,0021600126,11/11/2016,203500,Oklahoma City,LA Clippers,Y,H,32.18,30.57,1,C,C,C,5600,5300,21,13.25,12.5,12.5
Victor Oladipo,NBA 2016-2017 Regular Season,0021600126,11/11/2016,203506,Oklahoma City,LA Clippers,Y,H,38.28,15.03,1,PG/SG,SG,SG,5400,5500,30,22.5,18.9,20.9
Russell Westbrook,NBA 2016-2017 Regular Season,0021600126,11/11/2016,201566,Oklahoma City,LA Clippers,Y,H,35.27,33.99,1,PG,PG,PG,11300,11500,55,63,57.3,58.8
Enes Kanter,NBA 2016-2017 Regular Season,0021600126,11/11/2016,202683,Oklahoma City,LA Clippers,N,H,20.92,5.23,3,C,PF,C,4700,4900,19,30.25,28.2,28.2
Semaj Christon,NBA 2016-2017 Regular Season,0021600126,11/11/2016,203902,Oklahoma City,LA Clippers,N,H,19.73,17.83,6,PG,PG,PG,3000,3500,10,15,14,14.5
Alex Abrines,NBA 2016-2017 Regular Season,0021600126,11/11/2016,203518,Oklahoma City,LA Clippers,N,H,12.93,9.38,7,SG,SG,SG,3000,3500,10,3.75,3.2,3.2
Nick Collison,NBA 2016-2017 Regular Season,0021600126,11/11/2016,2555,Oklahoma City,LA Clippers,N,H,4.98,19.06,1,C,PF,PF,3000,3500,10,1,0.5,0.5
Jerami Grant,NBA 2016-2017 Regular Season,0021600126,11/11/2016,203924,Oklahoma City,LA Clippers,N,H,13.43,19.39,1,SF/PF,SF,PF,3300,3600,10,9.5,8.9,9.4
Tobias Harris,NBA 2016-2017 Regular Season,0021600127,11/11/2016,202699,Detroit,San Antonio,Y,R,31.43,21.96,1,SF/PF,PF,PF,5300,5800,29,20.75,20,20
Marcus Morris,NBA 2016-2017 Regular Season,0021600127,11/11/2016,202694,Detroit,San Antonio,Y,R,30.52,24.59,3,SF,SF,SF,4800,5800,22,14,13.9,13.9
Andre Drummond,NBA 2016-2017 Regular Season,0021600127,11/11/2016,203083,Detroit,San Antonio,Y,R,32.83,26.27,1,C,C,C,7400,8200,36,44.25,38.4,38.9
Kentavious Caldwell-Pope,NBA 2016-2017 Regular Season,0021600127,11/11/2016,203484,Detroit,San Antonio,Y,R,39.50,21.52,1,SG,SG,SG,5000,4700,21,25.25,24.1,25.1
Ish Smith,NBA 2016-2017 Regular Season,0021600127,11/11/2016,202397,Detroit,San Antonio,Y,R,29.87,17.63,1,PG,PG,PG,4700,5400,22,22.5,21.8,21.8
Jon Leuer,NBA 2016-2017 Regular Season,0021600127,11/11/2016,202720,Detroit,San Antonio,N,R,27.57,16.46,1,PF,PF,PF,4300,4400,13,13.25,12.6,12.6
Aron Baynes,NBA 2016-2017 Regular Season,0021600127,11/11/2016,203382,Detroit,San Antonio,N,R,15.17,7.02,1,C,C,C,3000,3500,10,7,6.8,6.8
Beno Udrih,NBA 2016-2017 Regular Season,0021600127,11/11/2016,2757,Detroit,San Antonio,N,R,18.13,27.99,0,PG,PG,PG,3000,3500,10,14.5,13.4,13.9
Stanley Johnson,NBA 2016-2017 Regular Season,0021600127,11/11/2016,1626169,Detroit,San Antonio,N,R,14.98,18.94,0,SF,SF,SF,3000,3500,10,8.5,7.4,7.9
Kawhi Leonard,NBA 2016-2017 Regular Season,0021600127,11/11/2016,202695,San Antonio,Detroit,Y,H,37.20,16.61,0,SF,SF,SF,9100,8900,46,32.5,29.3,31.3
LaMarcus Aldridge,NBA 2016-2017 Regular Season,0021600127,11/11/2016,200746,San Antonio,Detroit,Y,H,37.40,31.42,0,PF/C,PF,PF,6800,7300,34,31.5,28.9,28.9
Pau Gasol,NBA 2016-2017 Regular Season,0021600127,11/11/2016,2200,San Antonio,Detroit,Y,H,35.88,13.43,0,C,C,C,5200,5600,27,47.25,45.8,46.3
Kyle Anderson,NBA 2016-2017 Regular Season,0021600127,11/11/2016,203937,San Antonio,Detroit,Y,H,24.37,15.78,0,SG/SF,SF,SG,3300,3500,10,20.5,19.7,20.2
Tony Parker,NBA 2016-2017 Regular Season,0021600127,11/11/2016,2225,San Antonio,Detroit,Y,H,21.13,10.17,0,PG,PG,PG,3800,4300,16,15.5,15.4,15.4
Patty Mills,NBA 2016-2017 Regular Season,0021600127,11/11/2016,201988,San Antonio,Detroit,N,H,26.20,29.49,0,PG,PG,PG,4600,4500,14,20.5,19.4,19.9
Manu Ginobili,NBA 2016-2017 Regular Season,0021600127,11/11/2016,1938,San Antonio,Detroit,N,H,16.02,7.55,0,SG,SG,SG,3500,3500,11,14.75,12.7,13.7
David Lee,NBA 2016-2017 Regular Season,0021600127,11/11/2016,101135,San Antonio,Detroit,N,H,16.23,18.80,0,PF,PF,PF,3600,3600,11,8,7.9,7.9
Jonathan Simmons,NBA 2016-2017 Regular Season,0021600127,11/11/2016,203613,San Antonio,Detroit,N,H,17.75,20.44,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Dewayne Dedmon,NBA 2016-2017 Regular Season,0021600127,11/11/2016,203473,San Antonio,Detroit,N,H,5.82,9.20,3,C,C,C,3700,3500,10,5.5,4.9,4.9
Dejounte Murray,NBA 2016-2017 Regular Season,0021600127,11/11/2016,1627749,San Antonio,Detroit,N,H,0.67,23.89,3,PG,SG,PG,3000,3500,10,0,0,0
Bryn Forbes,NBA 2016-2017 Regular Season,0021600127,11/11/2016,1627854,San Antonio,Detroit,N,H,0.67,20.81,3,PG,SG,PG,3000,3500,10,0,0,0
Davis Bertans,NBA 2016-2017 Regular Season,0021600127,11/11/2016,202722,San Antonio,Detroit,N,H,0.67,24.16,3,PF,SF,PF,3000,3500,10,1.25,1.2,1.2
Rudy Gay,NBA 2016-2017 Regular Season,0021600128,11/11/2016,200752,Sacramento,Portland,Y,R,42.87,31.44,3,SF,SF,SF,7300,7600,26,56.5,50.3,51.3
DeMarcus Cousins,NBA 2016-2017 Regular Season,0021600128,11/11/2016,202326,Sacramento,Portland,Y,R,38.52,25.72,3,PF/C,C,PF,10000,9500,53,54.75,51.3,52.8
Kosta Koufos,NBA 2016-2017 Regular Season,0021600128,11/11/2016,201585,Sacramento,Portland,Y,R,18.75,5.53,3,C,C,C,3300,3500,10,17,16.2,16.2
Arron Afflalo,NBA 2016-2017 Regular Season,0021600128,11/11/2016,201167,Sacramento,Portland,Y,R,31.65,21.16,3+,SG,SG,SG,3400,3700,10,17.5,17.4,17.4
Ty Lawson,NBA 2016-2017 Regular Season,0021600128,11/11/2016,201951,Sacramento,Portland,Y,R,15.18,10.03,3,PG,PG,PG,3500,4000,19,11.25,11.2,11.2
Matt Barnes,NBA 2016-2017 Regular Season,0021600128,11/11/2016,2440,Sacramento,Portland,N,R,18.57,25.04,1,SF,SF,SF,4000,4000,15,11,9.3,9.8
Darren Collison,NBA 2016-2017 Regular Season,0021600128,11/11/2016,201954,Sacramento,Portland,N,R,37.82,9.24,1,PG,PG,PG,6000,6300,23,30.75,29,29
Omri Casspi,NBA 2016-2017 Regular Season,0021600128,11/11/2016,201956,Sacramento,Portland,N,R,16.85,13.63,1,PF,PF,PF,3000,3500,12,6.75,6.7,6.7
Ben McLemore,NBA 2016-2017 Regular Season,0021600128,11/11/2016,203463,Sacramento,Portland,N,R,17.83,22.43,1,SG,SG,SG,3000,3500,10,2,2,2
Willie Cauley-Stein,NBA 2016-2017 Regular Season,0021600128,11/11/2016,1626161,Sacramento,Portland,N,R,8.22,35.07,1,C,PF,C,3000,3600,10,6.5,6.4,6.4
Garrett Temple,NBA 2016-2017 Regular Season,0021600128,11/11/2016,202066,Sacramento,Portland,N,R,18.75,17.74,1,PG/SG,PG,SG,3000,3700,10,10,9.8,9.8
Maurice Harkless,NBA 2016-2017 Regular Season,0021600128,11/11/2016,203090,Portland,Sacramento,Y,H,35.90,14.33,1,SF,SF,SF,4600,4500,13,22.5,21.1,22.1
Meyers Leonard,NBA 2016-2017 Regular Season,0021600128,11/11/2016,203086,Portland,Sacramento,Y,H,28.55,24.27,1,PF,PF,PF,3000,3500,10,20,19.3,19.8
Mason Plumlee,NBA 2016-2017 Regular Season,0021600128,11/11/2016,203486,Portland,Sacramento,Y,H,34.53,12.37,1,C,C,C,5000,5000,21,34.25,32.9,32.9
CJ McCollum,NBA 2016-2017 Regular Season,0021600128,11/11/2016,203468,Portland,Sacramento,Y,H,39.47,21.52,1,PG/SG,SG,SG,6900,7100,32,48.25,46.7,47.7
Damian Lillard,NBA 2016-2017 Regular Season,0021600128,11/11/2016,203081,Portland,Sacramento,Y,H,42.42,12.90,1,PG,PG,PG,8700,9300,49,47.75,42.7,45.2
Evan Turner,NBA 2016-2017 Regular Season,0021600128,11/11/2016,202323,Portland,Sacramento,N,H,22.55,22.44,0,SG/SF,SF,SF,3800,3900,15,11.5,10.8,10.8
Allen Crabbe,NBA 2016-2017 Regular Season,0021600128,11/11/2016,203459,Portland,Sacramento,N,H,37.43,7.79,0,SG/SF,SG,SG,3900,3600,12,33.75,32.4,33.4
Jake Layman,NBA 2016-2017 Regular Season,0021600128,11/11/2016,1627774,Portland,Sacramento,N,H,13.57,21.90,0,PF,PF,PF,3000,3600,10,10.5,9.4,9.9
Ed Davis,NBA 2016-2017 Regular Season,0021600128,11/11/2016,202334,Portland,Sacramento,N,H,10.58,37.48,9,C,PF,C,3000,3500,10,7,6.4,6.4
Luol Deng,NBA 2016-2017 Regular Season,0021600129,11/12/2016,2736,LA Lakers,New Orleans,Y,R,18.13,20.17,0,SF/PF,SF,SF,3900,4300,20,8,7.8,7.8
Julius Randle,NBA 2016-2017 Regular Season,0021600129,11/12/2016,203944,LA Lakers,New Orleans,Y,R,27.55,19.62,0,PF,PF,PF,6600,6300,27,41.25,40.2,40.2
Timofey Mozgov,NBA 2016-2017 Regular Season,0021600129,11/12/2016,202389,LA Lakers,New Orleans,Y,R,20.72,12.40,0,C,C,C,3500,3700,10,16.25,14.5,14.5
Nick Young,NBA 2016-2017 Regular Season,0021600129,11/12/2016,201156,LA Lakers,New Orleans,Y,R,20.45,22.91,0,SG,SG,SG,4800,4400,11,21.75,19.2,21.7
D'Angelo Russell,NBA 2016-2017 Regular Season,0021600129,11/12/2016,1626156,LA Lakers,New Orleans,Y,R,27.83,6.84,0,PG,PG,PG,6100,5800,26,36,32.4,34.4
Brandon Ingram,NBA 2016-2017 Regular Season,0021600129,11/12/2016,1627742,LA Lakers,New Orleans,N,R,22.22,9.61,0,SF,SF,SF,3300,3500,13,18,18,18
Tarik Black,NBA 2016-2017 Regular Season,0021600129,11/12/2016,204028,LA Lakers,New Orleans,N,R,17.93,22.97,0,C,C,C,3000,3500,10,17.25,17,17
Jordan Clarkson,NBA 2016-2017 Regular Season,0021600129,11/12/2016,203903,LA Lakers,New Orleans,N,R,25.05,16.46,0,PG/SG,SG,SG,5000,5000,21,30.75,27.1,29.1
Lou Williams,NBA 2016-2017 Regular Season,0021600129,11/12/2016,101150,LA Lakers,New Orleans,N,R,25.33,30.27,0,SG,SG,SG,5500,5000,16,35.75,34.6,35.6
Larry Nance Jr.,NBA 2016-2017 Regular Season,0021600129,11/12/2016,1626204,LA Lakers,New Orleans,N,R,22.48,26.29,0,SF/PF,PF,PF,4200,3800,10,24.5,24.1,24.1
Thomas Robinson,NBA 2016-2017 Regular Season,0021600129,11/12/2016,203080,LA Lakers,New Orleans,N,R,7.30,11.50,0,PF,PF,PF,3000,3500,10,10.5,10.3,10.3
Marcelo Huertas,NBA 2016-2017 Regular Season,0021600129,11/12/2016,1626273,LA Lakers,New Orleans,N,R,2.50,16.79,0,PG,PG,PG,3000,3500,10,3,3,3
Jose Calderon,NBA 2016-2017 Regular Season,0021600129,11/12/2016,101181,LA Lakers,New Orleans,N,R,2.50,32.42,0,PG,PG,PG,3000,3500,10,4.75,4.2,4.7
Dante Cunningham,NBA 2016-2017 Regular Season,0021600129,11/12/2016,201967,New Orleans,LA Lakers,Y,H,17.68,13.28,0,SF/PF,SF,PF,3100,3600,10,12,11.3,11.8
Anthony Davis,NBA 2016-2017 Regular Season,0021600129,11/12/2016,203076,New Orleans,LA Lakers,Y,H,34.83,10.62,6,PF/C,PF,PF,11500,11600,55,50.5,49.6,49.6
Omer Asik,NBA 2016-2017 Regular Season,0021600129,11/12/2016,201600,New Orleans,LA Lakers,Y,H,13.33,21.33,1,C,C,C,3200,3600,10,7.75,7,7
E'Twaun Moore,NBA 2016-2017 Regular Season,0021600129,11/12/2016,202734,New Orleans,LA Lakers,Y,H,24.47,23.24,2,SG,SG,SG,4300,4700,15,13.25,12.6,13.1
Tim Frazier,NBA 2016-2017 Regular Season,0021600129,11/12/2016,204025,New Orleans,LA Lakers,Y,H,28.77,11.77,1,PG,PG,PG,6200,5700,26,19.5,17.4,17.4
Alexis Ajinca,NBA 2016-2017 Regular Season,0021600129,11/12/2016,201582,New Orleans,LA Lakers,N,H,23.92,29.78,1,C,C,C,3000,3500,10,18.75,18.4,18.4
Buddy Hield,NBA 2016-2017 Regular Season,0021600129,11/12/2016,1627741,New Orleans,LA Lakers,N,H,26.03,28.08,1,SG,SG,SG,3700,3900,10,23.25,22.1,22.6
Langston Galloway,NBA 2016-2017 Regular Season,0021600129,11/12/2016,204038,New Orleans,LA Lakers,N,H,21.73,3.21,7,PG,PG,PG,3100,3600,10,25,23.2,24.2
Solomon Hill,NBA 2016-2017 Regular Season,0021600129,11/12/2016,203524,New Orleans,LA Lakers,N,H,17.67,25.64,1,SF,SF,SF,3800,3900,10,8,7.5,7.5
Terrence Jones,NBA 2016-2017 Regular Season,0021600129,11/12/2016,203093,New Orleans,LA Lakers,N,H,21.40,16.95,1,PF,PF,PF,4700,4500,12,12,11.3,11.3
Archie Goodwin,NBA 2016-2017 Regular Season,0021600129,11/12/2016,203462,New Orleans,LA Lakers,N,H,10.13,0.00,1,SG,PG,SG,3000,3900,10,7.5,7,7.5
Marcus Smart,NBA 2016-2017 Regular Season,0021600130,11/12/2016,203935,Boston,Indiana,Y,R,33.53,50.22,1,PG/SG,PG,PG,5200,4900,15,16.5,16.4,16.4
Amir Johnson,NBA 2016-2017 Regular Season,0021600130,11/12/2016,101161,Boston,Indiana,Y,R,31.00,0.00,1,PF/C,PF,PF,4300,4200,16,30.25,28.3,28.3
Kelly Olynyk,NBA 2016-2017 Regular Season,0021600130,11/12/2016,203482,Boston,Indiana,Y,R,27.90,26.89,2,PF,C,PF,3300,3500,10,31,28.2,29.2
Avery Bradley,NBA 2016-2017 Regular Season,0021600130,11/12/2016,202340,Boston,Indiana,Y,R,36.28,11.33,2,SG,SG,SG,7000,6900,28,35,32.1,32.6
Isaiah Thomas,NBA 2016-2017 Regular Season,0021600130,11/12/2016,202738,Boston,Indiana,Y,R,29.43,23.94,2,PG,PG,PG,7900,8200,43,32,30.5,31
Jonas Jerebko,NBA 2016-2017 Regular Season,0021600130,11/12/2016,201973,Boston,Indiana,N,R,20.98,31.31,2,PF,PF,PF,3000,3500,10,9.75,9,9
Tyler Zeller,NBA 2016-2017 Regular Season,0021600130,11/12/2016,203092,Boston,Indiana,N,R,15.77,19.32,2,C,C,C,4000,4000,11,16.5,16.2,16.2
Jaylen Brown,NBA 2016-2017 Regular Season,0021600130,11/12/2016,1627759,Boston,Indiana,N,R,6.92,15.39,2,SF,SF,SF,3800,3500,11,4,3.9,3.9
Terry Rozier,NBA 2016-2017 Regular Season,0021600130,11/12/2016,1626179,Boston,Indiana,N,R,21.80,18.86,2,PG,PG,PG,3000,3500,10,25,23.7,24.7
James Young,NBA 2016-2017 Regular Season,0021600130,11/12/2016,203923,Boston,Indiana,N,R,16.37,8.58,2,SG,SF,SG,3000,3500,10,22.25,21.1,22.1
CJ Miles,NBA 2016-2017 Regular Season,0021600130,11/12/2016,101139,Indiana,Boston,Y,H,32.18,13.11,2,SG/SF,SF,SF,5100,4400,13,18.25,16.6,17.6
Thaddeus Young,NBA 2016-2017 Regular Season,0021600130,11/12/2016,201152,Indiana,Boston,Y,H,23.65,47.98,2,PF,PF,PF,5400,5400,25,30,29.1,29.1
Myles Turner,NBA 2016-2017 Regular Season,0021600130,11/12/2016,1626167,Indiana,Boston,Y,H,29.62,0.00,2,PF/C,C,C,6700,6800,29,40.5,38.1,38.1
Monta Ellis,NBA 2016-2017 Regular Season,0021600130,11/12/2016,101145,Indiana,Boston,Y,H,34.42,0.00,2,SG,SG,SG,5100,5300,23,29,26.8,27.3
Jeff Teague,NBA 2016-2017 Regular Season,0021600130,11/12/2016,201952,Indiana,Boston,Y,H,35.43,9.74,0,PG,PG,PG,6600,6300,26,29.25,27.6,28.1
Al Jefferson,NBA 2016-2017 Regular Season,0021600130,11/12/2016,2744,Indiana,Boston,N,H,16.98,25.56,0,C,C,C,3700,4200,10,13.25,12.6,12.6
Glenn Robinson,NBA 2016-2017 Regular Season,0021600130,11/12/2016,203922,Indiana,Boston,N,H,25.82,19.12,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lavoy Allen,NBA 2016-2017 Regular Season,0021600130,11/12/2016,202730,Indiana,Boston,N,H,25.75,32.71,2,PF,PF,PF,3000,3500,10,10.5,10.3,10.3
Aaron Brooks,NBA 2016-2017 Regular Season,0021600130,11/12/2016,201166,Indiana,Boston,N,H,15.00,25.24,0,PG,PG,PG,3000,3500,10,13.75,12.2,13.2
Joe Young,NBA 2016-2017 Regular Season,0021600130,11/12/2016,1626202,Indiana,Boston,N,H,1.17,27.12,0,SG,SG,SG,3000,3500,10,0,0,0
Carmelo Anthony,NBA 2016-2017 Regular Season,0021600131,11/12/2016,2546,New York,Toronto,Y,R,37.68,5.71,0,SF,SF,SF,7200,7700,39,45.5,43.2,44.7
Kristaps Porzingis,NBA 2016-2017 Regular Season,0021600131,11/12/2016,204001,New York,Toronto,Y,R,29.82,8.88,0,PF,PF,PF,7300,6900,33,29,26.8,27.8
Joakim Noah,NBA 2016-2017 Regular Season,0021600131,11/12/2016,201149,New York,Toronto,Y,R,32.63,12.50,0,C,C,C,4500,4300,19,31.5,30.1,30.1
Courtney Lee,NBA 2016-2017 Regular Season,0021600131,11/12/2016,201584,New York,Toronto,Y,R,33.77,30.59,3+,SG,SG,SG,3800,3900,10,19.25,16.5,17.5
Derrick Rose,NBA 2016-2017 Regular Season,0021600131,11/12/2016,201565,New York,Toronto,Y,R,38.13,9.70,0,PG,PG,PG,5800,6200,25,30,27.8,27.8
Lance Thomas,NBA 2016-2017 Regular Season,0021600131,11/12/2016,202498,New York,Toronto,N,R,8.73,18.32,2,SF/PF,SF,SF,3200,3500,10,1.25,1.2,1.2
Willy Hernangomez,NBA 2016-2017 Regular Season,0021600131,11/12/2016,1626195,New York,Toronto,N,R,4.08,12.64,1,C,C,C,3000,3700,10,0.75,0.2,0.2
Justin Holiday,NBA 2016-2017 Regular Season,0021600131,11/12/2016,203200,New York,Toronto,N,R,14.37,23.88,1,SG/SF,SG,SG,3000,3500,10,2.5,1.5,1.5
Brandon Jennings,NBA 2016-2017 Regular Season,0021600131,11/12/2016,201943,New York,Toronto,N,R,15.60,21.29,1,PG,PG,PG,3800,4200,12,18,17.9,17.9
Kyle O'Quinn,NBA 2016-2017 Regular Season,0021600131,11/12/2016,203124,New York,Toronto,N,R,14.33,25.57,1,PF/C,C,PF,3000,3500,10,17.5,16.3,16.3
Mindaugas Kuzminskas,NBA 2016-2017 Regular Season,0021600131,11/12/2016,1627851,New York,Toronto,N,R,10.85,24.85,1,SF,SF,SF,3000,3500,10,7,6.8,6.8
Norman Powell,NBA 2016-2017 Regular Season,0021600131,11/12/2016,1626181,Toronto,New York,Y,H,29.07,10.81,1,SG/SF,SG,SG,3000,3500,10,31.75,30,31.5
Pascal Siakam,NBA 2016-2017 Regular Season,0021600131,11/12/2016,1627783,Toronto,New York,Y,H,20.25,11.03,1,PF,PF,PF,3000,3500,10,13,12.4,12.4
Jonas Valanciunas,NBA 2016-2017 Regular Season,0021600131,11/12/2016,202685,Toronto,New York,Y,H,22.38,21.47,1,C,C,C,6400,6100,30,25.5,23.6,23.6
DeMar DeRozan,NBA 2016-2017 Regular Season,0021600131,11/12/2016,201942,Toronto,New York,Y,H,36.22,20.33,1,SG,SG,SG,8400,9000,41,51.25,49.4,49.9
Kyle Lowry,NBA 2016-2017 Regular Season,0021600131,11/12/2016,200768,Toronto,New York,Y,H,40.80,22.51,1,PG,PG,PG,7700,7800,38,31.5,30.2,30.2
Patrick Patterson,NBA 2016-2017 Regular Season,0021600131,11/12/2016,202335,Toronto,New York,N,H,27.75,0.00,1,PF,PF,PF,4400,4000,12,22.25,21,22
Lucas Nogueira,NBA 2016-2017 Regular Season,0021600131,11/12/2016,203512,Toronto,New York,N,H,25.62,22.72,1,C,C,C,3800,3700,10,36,35.5,35.5
Cory Joseph,NBA 2016-2017 Regular Season,0021600131,11/12/2016,202709,Toronto,New York,N,H,20.20,36.43,2,PG,PG,PG,3500,3500,10,5.25,3.7,3.7
Terrence Ross,NBA 2016-2017 Regular Season,0021600131,11/12/2016,203082,Toronto,New York,N,H,17.72,17.67,2,SG/SF,SF,SF,3700,3700,10,13.5,13,13.5
Robert Covington,NBA 2016-2017 Regular Season,0021600132,11/12/2016,203496,Philadelphia,Atlanta,Y,R,26.05,16.49,2,SF,SF,SF,5400,4700,19,24.75,21.6,23.1
Dario Saric,NBA 2016-2017 Regular Season,0021600132,11/12/2016,203967,Philadelphia,Atlanta,Y,R,27.65,18.32,2,SF/PF,PF,PF,4800,4100,13,23.75,20.9,21.9
Jahlil Okafor,NBA 2016-2017 Regular Season,0021600132,11/12/2016,1626143,Philadelphia,Atlanta,Y,R,23.63,17.43,2,PF/C,C,PF,5200,5100,24,29.5,28.2,28.2
Gerald Henderson,NBA 2016-2017 Regular Season,0021600132,11/12/2016,201945,Philadelphia,Atlanta,Y,R,20.57,32.32,2,SG,SG,SG,3500,4000,10,14.75,14.6,14.6
Sergio Rodriguez,NBA 2016-2017 Regular Season,0021600132,11/12/2016,200771,Philadelphia,Atlanta,Y,R,25.22,7.72,2,PG,PG,PG,5300,5200,19,28.25,26.6,28.1
Richaun Holmes,NBA 2016-2017 Regular Season,0021600132,11/12/2016,1626158,Philadelphia,Atlanta,N,R,20.40,22.24,2,PF,PF,PF,3800,3700,10,18.25,18,18
Nik Stauskas,NBA 2016-2017 Regular Season,0021600132,11/12/2016,203917,Philadelphia,Atlanta,N,R,24.12,15.53,9,SG,SG,SG,3000,3500,10,23.5,20.3,21.3
Hollis Thompson,NBA 2016-2017 Regular Season,0021600132,11/12/2016,203138,Philadelphia,Atlanta,N,R,22.00,13.60,2,SG/SF,SG,SF,3300,3900,10,10.25,9.1,9.1
T.J. McConnell,NBA 2016-2017 Regular Season,0021600132,11/12/2016,204456,Philadelphia,Atlanta,N,R,22.78,8.01,1,PG,PG,PG,3100,3900,10,12.5,12,12
Ersan Ilyasova,NBA 2016-2017 Regular Season,0021600132,11/12/2016,101141,Philadelphia,Atlanta,N,R,24.32,9.37,1,PF,PF,PF,4000,3600,16,20.75,18,18.5
Timothe Luwawu-Cabarrot,NBA 2016-2017 Regular Season,0021600132,11/12/2016,1627789,Philadelphia,Atlanta,N,R,3.27,22.03,1,SG,SG,SG,3000,3500,10,2,2,2
Kent Bazemore,NBA 2016-2017 Regular Season,0021600132,11/12/2016,203145,Atlanta,Philadelphia,Y,H,28.40,29.28,1,SG/SF,SF,SF,5100,4600,20,33.75,31.5,32
Paul Millsap,NBA 2016-2017 Regular Season,0021600132,11/12/2016,200794,Atlanta,Philadelphia,Y,H,26.98,27.85,1,PF,PF,PF,8000,7800,39,14.5,13.3,13.3
Dwight Howard,NBA 2016-2017 Regular Season,0021600132,11/12/2016,2730,Atlanta,Philadelphia,Y,H,28.13,18.64,1,C,C,C,7800,8100,35,30.25,28.2,28.2
